,MUNICIPIOS,latitude,longitude,SISTEMAS_GD,POTÊNCIA (w),N_MOD,TOTAL PESO (kg),TOTAL VIDRO (kg),TOTAL ALUMÍNIO (kg),TOTAL SILÍCIO (kg),TOTAL POLÍMERO (kg),TOTAL ZINCO (kg),TOTAL CHUMBO (kg),TOTAL COBRE (kg),TOTAL PRATA (kg)
2927,Vitória de Santo Antão,-8.12819,-35.2976,721,1523.0,3222.0,708188.0,524059.12,70818.8,21245.64,46032.22,849.8255999999999,708.188,4249.128,42.49128
2928,Sairé,-8.32864,-35.6967,160,901.0,2073.0,140341.0,103852.34,14034.1,4210.23,9122.165,168.4092,140.341,842.046,8.42046
2929,Timbaúba,-7.50484,-35.3119,376,2429.0,5170.0,193855.0,143452.7,19385.5,5815.65,12600.575,232.62599999999998,193.85500000000002,1163.13,11.6313
2930,São José da Coroa Grande,-8.88937,-35.1515,151,336.0,625.0,73667.0,54513.58,7366.7,2210.0099999999998,4788.3550000000005,88.40039999999999,73.667,442.002,4.42002
2931,Chã de Alegria,-8.00679,-35.204,29,16959.0,52311.0,34334.0,25407.16,3433.4,1030.02,2231.71,41.200799999999994,34.334,206.00400000000002,2.06004
2932,Floresta,-23.6031,-52.0807,548,14793.0,41021.0,299717.0,221790.58,29971.7,8991.51,19481.605,359.6604,299.717,1798.302,17.98302
2933,Floresta,-8.60307,-38.5687,548,21053.0,38353.0,299717.0,221790.58,29971.7,8991.51,19481.605,359.6604,299.717,1798.302,17.98302
2934,Quixaba,-7.70734,-37.8446,17,309.0,511.0,10844.0,8024.56,1084.4,325.32,704.86,13.012799999999999,10.844,65.06400000000001,0.65064
2935,João Alfredo,-7.86565,-35.5787,116,463.0,781.0,55392.0,40990.08,5539.2,1661.76,3600.48,66.4704,55.392,332.35200000000003,3.3235200000000003
2936,Goiana,-7.5606,-34.9959,760,3636.0,5692.0,572905.0,423949.7,57290.5,17187.149999999998,37238.825000000004,687.486,572.905,3437.43,34.3743
2937,Lajedo,-8.65791,-36.3293,348,3796.0,7824.0,442612.0,327532.88,44261.2,13278.359999999999,28769.780000000002,531.1343999999999,442.612,2655.672,26.556720000000002
2938,Altinho,-8.48482,-36.0644,94,787.0,1353.0,53397.0,39513.78,5339.7,1601.9099999999999,3470.8050000000003,64.07639999999999,53.397000000000006,320.382,3.20382
2939,Tacaimbó,-8.30867,-36.3,56,1922.0,5207.0,96213.0,71197.62,9621.300000000001,2886.39,6253.844999999999,115.45559999999999,96.21300000000001,577.278,5.77278
2940,Carpina,-7.84566,-35.2514,825,893.0,2051.0,394084.0,291622.16,39408.4,11822.52,25615.46,472.90079999999995,394.084,2364.504,23.64504
2941,Limoeiro,-7.8726,-35.4402,437,303.0,836.0,346135.0,256139.9,34613.5,10384.05,22498.775,415.36199999999997,346.135,2076.81,20.7681
2942,Carnaíba,-7.79342,-37.7946,144,651.0,1002.0,466114.0,344924.36,46611.4,13983.42,30297.410000000003,559.3367999999999,466.11400000000003,2796.6839999999997,27.96684
2943,Taquaritinga do Norte,-7.89446,-36.0423,230,366.0,646.0,180388.0,133487.12,18038.8,5411.639999999999,11725.220000000001,216.4656,180.388,1082.328,10.82328
2944,Brejão,-9.02915,-36.566,45,1283.0,2687.0,33777.0,24994.98,3377.7,1013.31,2195.505,40.532399999999996,33.777,202.662,2.02662
2945,Araripina,-7.57073,-40.494,667,593.0,1190.0,411326.0,304381.24,41132.6,12339.779999999999,26736.190000000002,493.59119999999996,411.326,2467.956,24.679560000000002
2946,Toritama,-8.00955,-36.0637,442,64.0,105.0,321322.0,237778.28,32132.2,9639.66,20885.93,385.58639999999997,321.322,1927.932,19.27932
2947,São José do Egito,-7.46945,-37.274,498,1023.0,2219.0,296796.0,219629.04,29679.600000000002,8903.88,19291.74,356.1552,296.796,1780.776,17.807760000000002
2948,Exu,-7.50364,-39.7238,156,3677.0,5970.0,81308.0,60167.92,8130.8,2439.24,5285.02,97.5696,81.308,487.848,4.87848
2949,Macaparana,-7.55564,-35.4425,135,345.0,540.0,92204.0,68230.96,9220.4,2766.12,5993.26,110.64479999999999,92.20400000000001,553.224,5.53224
2950,Buenos Aires,-7.72449,-35.3182,26,770.0,1984.0,13301.0,9842.74,1330.1,399.03,864.565,15.961199999999998,13.301,79.806,0.79806
2951,Ibirajuba,-8.57633,-36.1812,21,6468.0,11507.0,13506.0,9994.44,1350.6,405.18,877.89,16.2072,13.506,81.036,0.81036
2952,Inajá,-8.90206,-37.8351,163,218.0,375.0,518277.0,383524.98,51827.7,15548.31,33688.005,621.9323999999999,518.277,3109.6620000000003,31.09662
2953,Inajá,-22.7509,-52.1995,163,5124.0,9765.0,518277.0,383524.98,51827.7,15548.31,33688.005,621.9323999999999,518.277,3109.6620000000003,31.09662
2954,Escada,-8.35672,-35.2241,171,288.0,428.0,114404.0,84658.95999999999,11440.4,3432.12,7436.26,137.2848,114.404,686.424,6.86424
2955,Orocó,-8.61026,-39.6026,32,823.0,1262.0,69537.0,51457.38,6953.7,2086.11,4519.905,83.44439999999999,69.537,417.22200000000004,4.17222
2956,Serra Talhada,-7.98178,-38.289,1831,2140.0,4193.0,689462.0,510201.88,68946.2,20683.86,44815.03,827.3543999999999,689.462,4136.772,41.36772
2957,Calumbi,-7.93551,-38.1482,66,454.0,706.0,20856.0,15433.44,2085.6,625.68,1355.64,25.027199999999997,20.856,125.136,1.25136
2958,Barreiros,-8.81605,-35.1832,31,11807.0,26981.0,23497.0,17387.78,2349.7,704.91,1527.305,28.196399999999997,23.497,140.982,1.40982
2959,São Bento do Una,-8.52637,-36.4465,299,6409.0,14869.0,239230.0,177030.2,23923.0,7176.9,15549.95,287.07599999999996,239.23000000000002,1435.38,14.3538
2960,Vicência,-7.65655,-35.3139,136,4634.0,8443.0,92414.0,68386.36,9241.4,2772.42,6006.91,110.89679999999998,92.414,554.484,5.54484
2961,Tabira,-7.58366,-37.5377,224,4612.0,9442.0,129967.0,96175.58,12996.7,3899.0099999999998,8447.855,155.9604,129.967,779.802,7.79802
2962,São José do Belmonte,-7.85723,-38.7577,410,1086.0,2529.0,578177.0,427850.98000000004,57817.7,17345.309999999998,37581.505000000005,693.8123999999999,578.177,3469.062,34.690619999999996
2963,Tuparetama,-7.6003,-37.3165,118,1117.0,2022.0,61826.0,45751.24,6182.6,1854.78,4018.69,74.1912,61.826,370.956,3.70956
2964,Araçoiaba,-7.78391,-35.0809,6,63.0,111.0,4127.0,3053.98,412.70000000000005,123.81,268.255,4.9524,4.127000000000001,24.762,0.24762
2965,Ferreiros,-7.44666,-35.2373,55,13939.0,27043.0,33210.0,24575.4,3321.0,996.3,2158.65,39.852,33.21,199.26,1.9926000000000001
2966,Mirandiba,-8.12113,-38.7388,129,1354.0,3389.0,58119.0,43008.06,5811.9,1743.57,3777.735,69.74279999999999,58.119,348.714,3.48714
2967,Cumaru,-8.00827,-35.6957,87,105.0,169.0,74628.0,55224.72,7462.8,2238.84,4850.82,89.55359999999999,74.628,447.76800000000003,4.47768
2968,Cabrobó,-8.50548,-39.3094,333,88.0,138.0,166071.0,122892.54,16607.1,4982.13,10794.615,199.28519999999997,166.071,996.426,9.96426
2969,Cachoeirinha,-6.1156,-47.9234,2016,4145.0,6967.0,1090824.0,807209.76,109082.4,32724.719999999998,70903.56,1308.9887999999999,1090.824,6544.944,65.44944
2970,Cachoeirinha,-8.48668,-36.2402,2016,1204.0,1865.0,1090824.0,807209.76,109082.4,32724.719999999998,70903.56,1308.9887999999999,1090.824,6544.944,65.44944
2971,Cachoeirinha,-29.9472,-51.1016,2016,887.0,1563.0,1090824.0,807209.76,109082.4,32724.719999999998,70903.56,1308.9887999999999,1090.824,6544.944,65.44944
2972,Frei Miguelinho,-7.93918,-35.9113,135,3595.0,8737.0,60096.0,44471.04,6009.6,1802.8799999999999,3906.2400000000002,72.1152,60.096000000000004,360.576,3.60576
2973,Nazaré da Mata,-7.74149,-35.2193,144,274.0,411.0,88492.0,65484.08,8849.2,2654.7599999999998,5751.9800000000005,106.1904,88.492,530.952,5.30952
2974,Buíque,-8.61954,-37.1606,150,7445.0,15054.0,80636.0,59670.64,8063.6,2419.08,5241.34,96.7632,80.636,483.816,4.83816
2975,Moreno,-8.10871,-35.0835,245,117.0,222.0,149210.0,110415.40000000001,14921.0,4476.3,9698.65,179.052,149.21,895.26,8.9526
2976,Jupi,-8.70904,-36.4126,94,494.0,842.0,71626.0,53003.24,7162.6,2148.7799999999997,4655.6900000000005,85.95119999999999,71.626,429.75600000000003,4.29756
2977,Angelim,-8.88429,-36.2902,59,2513.0,5794.0,73503.0,54392.22,7350.3,2205.09,4777.695,88.2036,73.503,441.01800000000003,4.41018
2978,Passira,-7.9971,-35.5813,193,273.0,779.0,139411.0,103164.14,13941.1,4182.33,9061.715,167.29319999999998,139.411,836.466,8.36466
2979,Panelas,-8.66121,-36.0125,90,305.0,486.0,41613.0,30793.62,4161.3,1248.3899999999999,2704.8450000000003,49.935599999999994,41.613,249.678,2.49678
2980,Belém do São Francisco,-8.75046,-38.9623,220,17155.0,35001.0,140664.0,104091.35999999999,14066.4,4219.92,9143.16,168.7968,140.664,843.984,8.43984
2981,Xexéu,-8.8046,-35.6212,35,666.0,1057.0,34595.0,25600.3,3459.5,1037.85,2248.675,41.513999999999996,34.595,207.57,2.0757
2982,Feira Nova,-7.94704,-35.3801,105,71187.0,151703.0,137619.0,101838.06,13761.9,4128.57,8945.235,165.1428,137.619,825.714,8.25714
2983,Feira Nova,-10.2616,-37.3147,105,2001.0,3780.0,137619.0,101838.06,13761.9,4128.57,8945.235,165.1428,137.619,825.714,8.25714
2984,Pedra,-8.49641,-36.94,118,173.0,310.0,91938.0,68034.12,9193.8,2758.14,5975.97,110.3256,91.938,551.628,5.51628
2985,Glória do Goitá,-8.00568,-35.2904,171,4441.0,8985.0,357677.0,264680.98,35767.700000000004,10730.31,23249.005,429.21239999999995,357.677,2146.062,21.46062
2986,Brejo da Madre de Deus,-8.14933,-36.3741,318,164.0,248.0,197361.0,146047.14,19736.1,5920.83,12828.465,236.83319999999998,197.36100000000002,1184.166,11.841660000000001
2987,Ipubi,-7.64505,-40.1476,110,245.0,407.0,132602.0,98125.48,13260.2,3978.06,8619.130000000001,159.1224,132.602,795.6120000000001,7.95612
2988,Custódia,-8.08546,-37.6443,566,474.0,726.0,174792.0,129346.08,17479.2,5243.76,11361.48,209.75039999999998,174.792,1048.752,10.48752
2989,Água Preta,-8.70609,-35.5263,44,6935.0,18212.0,37748.0,27933.52,3774.8,1132.44,2453.6200000000003,45.297599999999996,37.748000000000005,226.488,2.2648800000000002
2990,Ouricuri,-7.87918,-40.08,429,2555.0,5352.0,328400.0,243016.0,32840.0,9852.0,21346.0,394.08,328.40000000000003,1970.4,19.704
2991,Moreilândia,-7.61931,-39.546,61,192.0,452.0,22877.0,16928.98,2287.7000000000003,686.31,1487.005,27.452399999999997,22.877,137.262,1.37262
2992,Dormentes,-8.44116,-40.7662,227,383.0,849.0,118715.0,87849.1,11871.5,3561.45,7716.475,142.458,118.715,712.29,7.1229000000000005
2993,Brejinho,-6.18566,-35.3591,150,2621.0,4200.0,86765.0,64206.1,8676.5,2602.95,5639.725,104.118,86.765,520.59,5.2059
2994,Brejinho,-7.34694,-37.2865,150,2723.0,4863.0,86765.0,64206.1,8676.5,2602.95,5639.725,104.118,86.765,520.59,5.2059
2995,Machados,-7.68827,-35.5114,43,877.0,1627.0,15134.0,11199.16,1513.4,454.02,983.71,18.1608,15.134,90.804,0.9080400000000001
2996,Itapissuma,-7.76798,-34.8971,67,271.0,473.0,32110.0,23761.399999999998,3211.0,963.3,2087.15,38.532,32.11,192.66,1.9266
2997,Sirinhaém,-8.58778,-35.1126,105,1318.0,2466.0,50324.0,37239.76,5032.4,1509.72,3271.06,60.388799999999996,50.324,301.944,3.01944
2998,Tacaratu,-9.09798,-38.1504,147,15415.0,43292.0,57506.0,42554.44,5750.6,1725.1799999999998,3737.89,69.0072,57.506,345.036,3.45036
2999,Afrânio,-8.51136,-41.0095,181,571.0,925.0,101698.0,75256.52,10169.8,3050.94,6610.37,122.0376,101.69800000000001,610.188,6.10188
3000,Canhotinho,-8.87652,-36.1979,43,4386.0,8102.0,32662.0,24169.88,3266.2,979.86,2123.03,39.194399999999995,32.662,195.972,1.9597200000000001
3001,Paranatama,-8.91875,-36.6549,40,387.0,921.0,25274.0,18702.76,2527.4,758.2199999999999,1642.81,30.328799999999998,25.274,151.644,1.51644
3002,Santa Cruz da Baixa Verde,-7.81339,-38.1476,92,21.0,32.0,32986.0,24409.64,3298.6,989.5799999999999,2144.09,39.5832,32.986,197.916,1.97916
3003,Sanharó,-8.36097,-36.5696,106,468.0,781.0,47790.0,35364.6,4779.0,1433.6999999999998,3106.35,57.34799999999999,47.79,286.74,2.8674
3004,Bom Conselho,-9.16919,-36.6857,208,1170.0,1975.0,142698.0,105596.52,14269.800000000001,4280.94,9275.37,171.2376,142.698,856.188,8.56188
3005,Riacho das Almas,-8.13742,-35.8648,219,3202.0,6745.0,186954.0,138345.96,18695.4,5608.62,12152.01,224.3448,186.954,1121.724,11.21724
3006,Ibimirim,-8.54026,-37.7032,169,1745.0,3282.0,103874.0,76866.76,10387.4,3116.22,6751.81,124.6488,103.87400000000001,623.244,6.23244
3007,Iati,-9.04559,-36.8498,43,740.0,1441.0,23402.0,17317.48,2340.2,702.06,1521.13,28.082399999999996,23.402,140.412,1.40412
3008,Granito,-7.70711,-39.615,39,1251.0,2170.0,19761.0,14623.14,1976.1000000000001,592.8299999999999,1284.4650000000001,23.713199999999997,19.761,118.566,1.18566
3009,Ingazeira,-7.66909,-37.4576,7,285.0,531.0,5678.0,4201.72,567.8,170.34,369.07,6.813599999999999,5.678,34.068,0.34068
3010,Pombos,-8.13982,-35.3967,136,173.0,271.0,140385.0,103884.9,14038.5,4211.55,9125.025,168.462,140.385,842.3100000000001,8.4231
3011,Itacuruba,-8.82231,-38.6975,40,614.0,1073.0,20917.0,15478.58,2091.7,627.51,1359.605,25.100399999999997,20.917,125.50200000000001,1.25502
3012,Vertente do Lério,-7.77084,-35.8491,26,768.0,1676.0,15388.0,11387.119999999999,1538.8,461.64,1000.22,18.4656,15.388,92.328,0.92328
3013,Bodocó,-7.77759,-39.9338,193,1872.0,3143.0,82675.0,61179.5,8267.5,2480.25,5373.875,99.21,82.675,496.05,4.9605
3014,Camocim de São Félix,-8.35865,-35.7653,70,76816.0,212116.0,58329.0,43163.46,5832.9,1749.87,3791.385,69.9948,58.329,349.974,3.49974
3015,Cupira,-8.62432,-35.9518,165,1163.0,2348.0,76508.0,56615.92,7650.8,2295.24,4973.02,91.80959999999999,76.50800000000001,459.048,4.59048
3016,Orobó,-7.74553,-35.5956,73,2409.0,4916.0,52344.0,38734.56,5234.4,1570.32,3402.36,62.812799999999996,52.344,314.064,3.14064
3017,Vertentes,-7.90158,-35.9681,150,329.0,503.0,106647.0,78918.78,10664.7,3199.41,6932.055,127.97639999999998,106.647,639.8820000000001,6.39882
3018,Jataúba,-7.97668,-36.4943,62,3438.0,6481.0,31466.0,23284.84,3146.6,943.98,2045.29,37.7592,31.466,188.796,1.88796
3019,Santa Maria da Boa Vista,-8.79766,-39.8241,221,102.0,167.0,422661.0,312769.13999999996,42266.100000000006,12679.83,27472.965,507.1932,422.661,2535.966,25.359659999999998
3020,Venturosa,-8.57885,-36.8742,153,237.0,358.0,96440.0,71365.6,9644.0,2893.2,6268.6,115.728,96.44,578.64,5.7864
3021,Santa Maria do Cambucá,-7.83676,-35.8941,39,496.0,852.0,29370.0,21733.8,2937.0,881.0999999999999,1909.0500000000002,35.244,29.37,176.22,1.7622
3022,Aliança,-7.60398,-35.2227,118,791.0,1596.0,100655.0,74484.7,10065.5,3019.65,6542.575,120.78599999999999,100.655,603.93,6.0393
3023,Rio Formoso,-8.6592,-35.1532,45,3905.0,6884.0,29226.0,21627.24,2922.6,876.78,1899.69,35.0712,29.226,175.356,1.75356
3024,Águas Belas,-9.11125,-37.1226,124,2643.0,3831.0,56775.0,42013.5,5677.5,1703.25,3690.375,68.13,56.775,340.65000000000003,3.4065000000000003
3025,Itapetim,-7.37178,-37.1863,138,1416.0,3387.0,54805.0,40555.7,5480.5,1644.1499999999999,3562.3250000000003,65.76599999999999,54.805,328.83,3.2883
3026,Agrestina,-8.45966,-35.9447,143,505.0,1116.0,96204.0,71190.96,9620.4,2886.12,6253.26,115.44479999999999,96.20400000000001,577.224,5.77224
3027,Caetés,-8.7803,-36.6268,66,1430.0,3007.0,30158.0,22316.920000000002,3015.8,904.74,1960.27,36.1896,30.158,180.948,1.80948
3028,Capoeiras,-8.73423,-36.6306,83,256.0,515.0,43896.0,32483.04,4389.6,1316.8799999999999,2853.2400000000002,52.6752,43.896,263.37600000000003,2.63376
3029,Verdejante,-7.92235,-38.9701,65,9250.0,17848.0,31584.0,23372.16,3158.4,947.52,2052.96,37.9008,31.584,189.504,1.89504
3030,Lagoa do Carro,-7.84383,-35.3108,70,730.0,1329.0,69809.0,51658.659999999996,6980.9,2094.27,4537.585,83.7708,69.809,418.85400000000004,4.18854
3031,Cortês,-8.47443,-35.5468,21,2960.0,5082.0,14883.0,11013.42,1488.3,446.48999999999995,967.3950000000001,17.859599999999997,14.883000000000001,89.298,0.89298
3032,Camutanga,-7.40545,-35.2664,24,210.0,451.0,11875.0,8787.5,1187.5,356.25,771.875,14.249999999999998,11.875,71.25,0.7125
3033,Quipapá,-8.81175,-36.0137,59,2303.0,4158.0,32300.0,23902.0,3230.0,969.0,2099.5,38.76,32.3,193.8,1.9380000000000002
3034,Betânia,-8.26787,-38.0345,70,1969.0,3281.0,23798.0,17610.52,2379.8,713.9399999999999,1546.87,28.557599999999997,23.798000000000002,142.788,1.42788
3035,Amaraji,-8.37691,-35.4501,41,638.0,985.0,33336.0,24668.64,3333.6,1000.0799999999999,2166.84,40.0032,33.336,200.016,2.00016
3036,Ribeirão,-8.50957,-35.3698,112,24650.0,51542.0,192437.0,142403.38,19243.7,5773.11,12508.405,230.9244,192.437,1154.622,11.54622
3037,Jucati,-8.70195,-36.4871,23,213.0,354.0,14365.0,10630.1,1436.5,430.95,933.725,17.238,14.365,86.19,0.8619
3038,Santa Filomena,-9.11228,-45.9116,54,1865.0,2930.0,22085.0,16342.9,2208.5,662.55,1435.525,26.502,22.085,132.51,1.3251
3039,Santa Filomena,-8.16688,-40.6079,54,93.0,150.0,22085.0,16342.9,2208.5,662.55,1435.525,26.502,22.085,132.51,1.3251
3040,Tupanatinga,-8.74798,-37.3445,59,186.0,301.0,36555.0,27050.7,3655.5,1096.6499999999999,2376.0750000000003,43.866,36.555,219.33,2.1933
3041,Itaíba,-8.94569,-37.4173,80,987.0,2115.0,32920.0,24360.8,3292.0,987.5999999999999,2139.8,39.504,32.92,197.52,1.9752
3042,Barra de Guabiraba,-8.42075,-35.6585,32,1191.0,2938.0,26045.0,19273.3,2604.5,781.3499999999999,1692.9250000000002,31.253999999999998,26.045,156.27,1.5627
3043,São Benedito do Sul,-8.8166,-35.9453,9,3669.0,7795.0,8400.0,6216.0,840.0,252.0,546.0,10.079999999999998,8.4,50.4,0.504
3044,São Joaquim do Monte,-8.43196,-35.8035,53,391.0,706.0,36720.0,27172.8,3672.0,1101.6,2386.8,44.06399999999999,36.72,220.32,2.2032
3045,Solidão,-7.59472,-37.6445,8,1168.0,3479.0,4085.0,3022.9,408.5,122.55,265.525,4.901999999999999,4.085,24.509999999999998,0.2451
3046,Saloá,-8.9723,-36.691,34,2614.0,5351.0,32360.0,23946.4,3236.0,970.8,2103.4,38.831999999999994,32.36,194.16,1.9416
3047,Serrita,-7.94041,-39.2951,79,1909.0,3908.0,32485.0,24038.9,3248.5,974.55,2111.525,38.982,32.485,194.91,1.9491
3048,Belém de Maria,-8.62504,-35.8335,44,1618.0,3078.0,16590.0,12276.599999999999,1659.0,497.7,1078.3500000000001,19.907999999999998,16.59,99.54,0.9954000000000001
3049,Poção,-8.18726,-36.7111,21,388.0,585.0,17815.0,13183.1,1781.5,534.4499999999999,1157.9750000000001,21.378,17.815,106.89,1.0689
3050,Calçado,-8.73108,-36.3366,20,114.0,180.0,21610.0,15991.4,2161.0,648.3,1404.65,25.931999999999995,21.61,129.66,1.2966
3051,Gameleira,-8.5798,-35.3846,24,7743.0,11785.0,7985.0,5908.900000000001,798.5,239.54999999999998,519.025,9.581999999999999,7.985,47.91,0.4791
3052,São João,-25.8214,-52.7252,440,172.0,328.0,284441.0,210486.34,28444.1,8533.23,18488.665,341.32919999999996,284.44100000000003,1706.646,17.06646
3053,São João,-8.87576,-36.3653,440,278.0,419.0,284441.0,210486.34,28444.1,8533.23,18488.665,341.32919999999996,284.44100000000003,1706.646,17.06646
3054,Joaquim Nabuco,-8.62281,-35.5288,11,9515.0,15738.0,5265.0,3896.1,526.5,157.95,342.225,6.318,5.265000000000001,31.59,0.3159
3055,Tracunhaém,-7.80228,-35.2314,27,1045.0,2577.0,12975.0,9601.5,1297.5,389.25,843.375,15.569999999999999,12.975,77.85000000000001,0.7785000000000001
3056,Jurema,-8.70714,-36.1347,43,5434.0,8459.0,21042.0,15571.08,2104.2,631.26,1367.73,25.2504,21.042,126.252,1.26252
3057,Jurema,-9.21992,-43.1337,43,103423.0,366806.0,21042.0,15571.08,2104.2,631.26,1367.73,25.2504,21.042,126.252,1.26252
3058,Correntes,-9.12117,-36.3244,20,353.0,538.0,10145.0,7507.3,1014.5,304.34999999999997,659.4250000000001,12.174,10.145,60.87,0.6087
3059,Casinhas,-7.74084,-35.7206,17,4785.0,9587.0,8115.0,6005.1,811.5,243.45,527.475,9.738,8.115,48.69,0.4869
3060,Carnaubeira da Penha,-8.31799,-38.7512,31,179.0,310.0,15685.0,11606.9,1568.5,470.55,1019.525,18.822,15.685,94.11,0.9411
3061,Lagoa do Ouro,-9.12567,-36.4584,24,36.0,54.0,15400.0,11396.0,1540.0,462.0,1001.0,18.479999999999997,15.4,92.4,0.924
3062,Lagoa dos Gatos,-8.6602,-35.904,49,596.0,1270.0,21340.0,15791.6,2134.0,640.1999999999999,1387.1000000000001,25.607999999999997,21.34,128.04,1.2804
3063,Palmeirina,-9.0109,-36.3242,8,2307.0,6084.0,4910.0,3633.4,491.0,147.29999999999998,319.15000000000003,5.8919999999999995,4.91,29.46,0.29460000000000003
3064,Manari,-8.9649,-37.6313,8,23255.0,43011.0,2935.0,2171.9,293.5,88.05,190.775,3.522,2.935,17.61,0.1761
3065,Itaquitinga,-7.66373,-35.1002,20,838.0,2148.0,19595.0,14500.3,1959.5,587.85,1273.675,23.514,19.595,117.57000000000001,1.1757
3066,Terezinha,-9.05621,-36.6272,6,516.0,867.0,4615.0,3415.1,461.5,138.45,299.975,5.537999999999999,4.615,27.69,0.2769
3067,Jaqueira,-8.72618,-35.7942,13,1443.0,2376.0,6265.0,4636.1,626.5,187.95,407.225,7.517999999999999,6.265000000000001,37.59,0.3759
3068,Maraial,-8.79062,-35.8266,5,909.0,1436.0,1820.0,1346.8,182.0,54.6,118.3,2.1839999999999997,1.82,10.92,0.10919999999999999
3069,Macaíba,-5.85229,-35.3552,806,1697.0,2609.0,943914.0,698496.36,94391.40000000001,28317.42,61354.41,1132.6968,943.914,5663.484,56.634840000000004
3070,Teresina,-5.09194,-42.8034,19620,471.0,754.0,13654984.0,10104688.16,1365498.4000000001,409649.51999999996,887573.9600000001,16385.980799999998,13654.984,81929.904,819.29904
3071,Campo Maior,-4.8217,-42.1641,752,1502.0,2628.0,386292.0,285856.08,38629.200000000004,11588.76,25108.98,463.55039999999997,386.29200000000003,2317.752,23.17752
3072,Picos,-7.07721,-41.467,2246,3297.0,7543.0,1846962.0,1366751.88,184696.2,55408.86,120052.53,2216.3543999999997,1846.962,11081.772,110.81772000000001
3073,São Francisco do Piauí,-7.2463,-42.541,46,4235.0,8401.0,15345.0,11355.3,1534.5,460.34999999999997,997.4250000000001,18.413999999999998,15.345,92.07000000000001,0.9207
3074,Parnaíba,-2.90585,-41.7754,2670,2761.0,5417.0,1958558.0,1449332.92,195855.80000000002,58756.74,127306.27,2350.2695999999996,1958.558,11751.348,117.51348
3075,Floriano,-6.77182,-43.0241,1496,591.0,980.0,1232808.0,912277.92,123280.8,36984.24,80132.52,1479.3695999999998,1232.808,7396.848,73.96848
3076,Sebastião Leal,-7.56803,-44.06,38,52.0,130.0,121196.0,89685.04,12119.6,3635.8799999999997,7877.740000000001,145.43519999999998,121.196,727.176,7.2717600000000004
3077,Sussuapara,-7.03687,-41.3767,100,3294.0,6636.0,57145.0,42287.3,5714.5,1714.35,3714.425,68.574,57.145,342.87,3.4287
3078,Itaueira,-7.59989,-43.0249,120,757.0,1439.0,52384.0,38764.159999999996,5238.4,1571.52,3404.96,62.8608,52.384,314.304,3.14304
3079,São Raimundo Nonato,-9.01241,-42.6987,327,227.0,416.0,612022.0,452896.28,61202.2,18360.66,39781.43,734.4264,612.022,3672.132,36.72132
3080,Cocal de Telha,-4.5571,-41.9587,14,2460.0,4346.0,6257.0,4630.18,625.7,187.70999999999998,406.70500000000004,7.508399999999999,6.257,37.542,0.37542000000000003
3081,Piracuruca,-3.93335,-41.7088,475,149.0,240.0,259075.0,191715.5,25907.5,7772.25,16839.875,310.89,259.075,1554.45,15.544500000000001
3082,Ilha Grande,-2.85774,-41.8186,34,652.0,1228.0,10995.0,8136.3,1099.5,329.84999999999997,714.6750000000001,13.193999999999999,10.995000000000001,65.97,0.6597
3083,Guadalupe,-6.78285,-43.5594,196,4161.0,7673.0,104712.0,77486.88,10471.2,3141.36,6806.28,125.6544,104.712,628.272,6.28272
3084,Piripiri,-4.27157,-41.7716,892,4221.0,6785.0,435689.0,322409.86,43568.9,13070.67,28319.785,522.8267999999999,435.689,2614.134,26.14134
3085,Oeiras,-7.01915,-42.1283,733,7011.0,19266.0,420668.0,311294.32,42066.8,12620.039999999999,27343.420000000002,504.80159999999995,420.668,2524.008,25.240080000000003
3086,Amarante,-6.24304,-42.8433,109,48376.0,116011.0,65942.0,48797.08,6594.2,1978.26,4286.2300000000005,79.1304,65.94200000000001,395.652,3.9565200000000003
3087,Altos,-5.03888,-42.4612,458,17036.0,34386.0,506096.0,374511.04,50609.600000000006,15182.88,32896.24,607.3151999999999,506.096,3036.576,30.36576
3088,Dom Expedito Lopes,-6.95332,-41.6396,64,3756.0,8853.0,32198.0,23826.52,3219.8,965.9399999999999,2092.87,38.6376,32.198,193.188,1.93188
3089,Esperantina,-5.36593,-48.5378,327,170.0,315.0,208692.0,154432.08,20869.2,6260.76,13564.98,250.43039999999996,208.692,1252.152,12.52152
3090,Esperantina,-3.88863,-42.2324,327,1615.0,3399.0,208692.0,154432.08,20869.2,6260.76,13564.98,250.43039999999996,208.692,1252.152,12.52152
3091,Luís Correia,-2.88438,-41.6641,343,149.0,224.0,201969.0,149457.06,20196.9,6059.07,13127.985,242.36279999999996,201.969,1211.814,12.11814
3092,União,-4.58571,-42.8583,176,3868.0,6772.0,171838.0,127160.12,17183.800000000003,5155.139999999999,11169.470000000001,206.20559999999998,171.838,1031.028,10.31028
3093,Barras,-4.24468,-42.2922,244,1188.0,2056.0,134513.0,99539.62,13451.300000000001,4035.39,8743.345000000001,161.41559999999998,134.513,807.078,8.070780000000001
3094,Alto Longá,-5.25634,-42.2096,85,996.0,1753.0,79887.0,59116.38,7988.7,2396.6099999999997,5192.655000000001,95.86439999999999,79.887,479.322,4.79322
3095,Pio IX,-6.83002,-40.6083,101,306.0,559.0,46556.0,34451.44,4655.6,1396.6799999999998,3026.1400000000003,55.8672,46.556,279.336,2.79336
3096,Simplício Mendes,-7.85294,-41.9075,147,241.0,377.0,66343.0,49093.82,6634.3,1990.29,4312.295,79.6116,66.343,398.058,3.9805800000000002
